interval_id,relation,taskset_id,U_norm,source_E0,task_id,priority_rank,w,h,q,complete_envelope,local_envelope,service_value_without_e0,lower_bound_inclusive,upper_bound_exclusive,midpoint
I3225,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,25,139221/2000000,27621/400000,270009/10000000000,690254991/10000000000,695834991/10000000000,693044991/10000000000
I3226,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,26,72261/1000000,143127/2000000,28125975000000003/1000000000000000000000,71535374024999999997/1000000000000000000000,72232874024999999997/1000000000000000000000,71884124024999999997/1000000000000000000000
I3227,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,27,149823/2000000,148149/2000000,29251053000000007/1000000000000000000000,74045248946999999993/1000000000000000000000,74882248946999999993/1000000000000000000000,74463748946999999993/1000000000000000000000
I3228,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,28,38781/500000,153171/2000000,6075226800000001/200000000000000000000,15311024773199999999/200000000000000000000,15506324773199999999/200000000000000000000,15408674773199999999/200000000000000000000
I3229,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,29,6417/80000,158193/2000000,6300243600000001/200000000000000000000,15812999756399999999/200000000000000000000,16036199756399999999/200000000000000000000,15924599756399999999/200000000000000000000
I3230,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,30,82863/1000000,32643/400000,32626305000000003/1000000000000000000000,81574873694999999997/1000000000000000000000,82830373694999999997/1000000000000000000000,82202623694999999997/1000000000000000000000
I3231,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,31,171027/2000000,168237/2000000,8437848749999999/250000000000000000000,21021187151250000001/250000000000000000000,21369937151250000001/250000000000000000000,21195562151250000001/250000000000000000000
I3232,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,32,22041/250000,173259/2000000,4359561/125000000000,10824327939/125000000000,11016140439/125000000000,10920234189/125000000000
I3233,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,33,181629/2000000,178281/2000000,2250099/62500000000,5569031151/62500000000,5673656151/62500000000,5621343651/62500000000
I3234,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,34,18693/200000,11439/125000,37126683/1000000000000,91474873317/1000000000000,93427873317/1000000000000,92451373317/1000000000000
I3235,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,35,192231/2000000,187767/2000000,9562946250000001/250000000000000000000,23461312053749999999/250000000000000000000,24019312053749999999/250000000000000000000,23740312053749999999/250000000000000000000
I3236,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,36,49383/500000,19251/200000,7875378000000001/200000000000000000000,19243124621999999999/200000000000000000000,19745324621999999999/200000000000000000000,19494224621999999999/200000000000000000000
I3237,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,37,202833/2000000,197253/2000000,20250999/500000000000,49292999001/500000000000,50687999001/500000000000,49990499001/500000000000
I3238,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,38,104067/1000000,20097300000000000001/200000000000000000000,41627109/1000000000000,20088974578200000001/200000000000000000000,104025372891/1000000000000,40894049156400000001/400000000000000000000
I3239,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,39,42687/400000,5066175000000000001/50000000000000000000,42752222999999997/1000000000000000000000,101280747777000000023/1000000000000000000000,106674747777000000003/1000000000000000000000,103977747777000000013/1000000000000000000000
I3240,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,40,13671/125000,20432100000000000007/200000000000000000000,4387733999999999/100000000000000000000,20423324532000000009/200000000000000000000,10932412266000000001/100000000000000000000,42288149064000000011/400000000000000000000
I3241,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,41,224037/2000000,2059950000000000001/20000000000000000000,2250123/50000000000,2059049950800000001/20000000000000000000,5598674877/50000000000,4298519901600000001/40000000000000000000
I3242,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,42,114669/1000000,20766900000000000013/200000000000000000000,9225516599999999/200000000000000000000,10378837241700000007/100000000000000000000,22924574483400000001/200000000000000000000,8736449793360000003/80000000000000000000
I3243,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,43,234639/2000000,4212900000000000003/40000000000000000000,47252709/1000000000000,4211009891640000003/40000000000000000000,117272247291/1000000000000,8901899783280000003/80000000000000000000
I3244,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,44,11997/100000,21362100000000000017/200000000000000000000,24188919/500000000000,21352424432400000017/200000000000000000000,59960811081/500000000000,45336748864800000017/400000000000000000000
I3245,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,45,245241/2000000,21659700000000000019/200000000000000000000,4950297/100000000000,21649799406000000019/200000000000000000000,12257099703/100000000000,46163998812000000019/400000000000000000000
I3246,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,46,125271/1000000,21957300000000000021/200000000000000000000,10125621/200000000000,21947174379000000021/200000000000000000000,25044074379/200000000000,46991248758000000021/400000000000000000000
I3247,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,47,255843/2000000,22254900000000000023/200000000000000000000,10350648599999999/200000000000000000000,2780568668925000003/25000000000000000000,25573949351400000001/200000000000000000000,1912739948112000001/16000000000000000000
I3248,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,48,32643/250000,902100000000000001/8000000000000000000,5287838399999999/100000000000000000000,22541924323200000027/200000000000000000000,13051912161600000001/100000000000000000000,48645748646400000029/400000000000000000000
I3249,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,49,53289/400000,22850100000000000027/200000000000000000000,10800705599999999/200000000000000000000,5709824823600000007/50000000000000000000,26633699294400000001/200000000000000000000,49472998588800000029/400000000000000000000
I3250,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,50,135873/1000000,23147700000000000029/200000000000000000000,2205147/40000000000,23136674265000000029/200000000000000000000,5432714853/40000000000,50300248530000000029/400000000000000000000
I3251,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,51,277047/2000000,23445300000000000031/200000000000000000000,2250153/40000000000,23434049235000000031/200000000000000000000,5538689847/40000000000,51127498470000000031/400000000000000000000
I3252,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,52,70587/500000,23742900000000000033/200000000000000000000,28689489/500000000000,23731424204400000033/200000000000000000000,70558310511/500000000000,51954748408800000033/400000000000000000000
I3253,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,53,287649/2000000,4808100000000000007/40000000000000000000,29252067/500000000000,4805759834640000007/40000000000000000000,71882997933/500000000000,10556399669280000007/80000000000000000000
I3254,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,54,5859/40000,24338100000000000037/200000000000000000000,14907323249999999/250000000000000000000,121630870707000000189/1000000000000000000000,36603842676750000001/250000000000000000000,268046241414000000193/2000000000000000000000
I3255,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,55,298251/2000000,24635700000000000039/200000000000000000000,6075445499999999/100000000000000000000,24623549109000000041/200000000000000000000,14906474554500000001/100000000000000000000,54436498218000000043/400000000000000000000
I3256,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,56,4743/31250,24933300000000000041/200000000000000000000,3093981/50000000000,24920924076000000041/200000000000000000000,7585706019/50000000000,55263748152000000041/400000000000000000000
I3257,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,57,308853/2000000,25230900000000000043/200000000000000000000,6300478799999999/100000000000000000000,5043659808480000009/40000000000000000000,15436349521200000001/100000000000000000000,56090998084800000047/400000000000000000000
I3258,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,58,157077/1000000,5105700000000000009/40000000000000000000,64129959/1000000000000,5103134801640000009/40000000000000000000,157012870041/1000000000000,11383649603280000009/80000000000000000000
I3259,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,59,63891/400000,25826100000000000047/200000000000000000000,65255133/1000000000000,25813048973400000047/200000000000000000000,159662244867/1000000000000,57745497946800000047/400000000000000000000
I3260,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,60,32373300000000000001/200000000000000000000,26123700000000000049/200000000000000000000,6638031/100000000000,26110423938000000049/200000000000000000000,32360023938000000001/200000000000000000000,1169408957520000001/8000000000000000000
I3261,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,61,16400550000000000001/100000000000000000000,26421300000000000051/200000000000000000000,6750549/100000000000,26407798902000000051/200000000000000000000,16393799451000000001/100000000000000000000,59195397804000000053/400000000000000000000
I3262,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,62,33228900000000000003/200000000000000000000,26718900000000000053/200000000000000000000,6863067299999999/100000000000000000000,5341034773080000011/40000000000000000000,6643034773080000001/40000000000000000000,2996017386540000003/20000000000000000000
I3263,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,63,6705300000000000001/40000000000000000000,26858400000000000053/200000000000000000000,69755859/1000000000000,26844448828200000053/200000000000000000000,6702509765640000001/40000000000000000000,30178498828200000029/200000000000000000000
I3264,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,64,33824100000000000007/200000000000000000000,13573350000000000027/100000000000000000000,7088104799999999/100000000000000000000,3391565473800000007/25000000000000000000,33809923790400000009/200000000000000000000,12188489516160000013/80000000000000000000
I3265,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,65,34121700000000000009/200000000000000000000,5431200000000000011/40000000000000000000,7200623999999999/100000000000000000000,27141598752000000057/200000000000000000000,34107298752000000011/200000000000000000000,15312224376000000017/100000000000000000000
I3266,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,66,34419300000000000011/200000000000000000000,3395662500000000007/25000000000000000000,14626287/200000000000,3393834214125000007/25000000000000000000,34404673713000000011/200000000000000000000,61555347426000000067/400000000000000000000
I3267,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,67,6891300000000000003/40000000000000000000,27174600000000000057/200000000000000000000,7425663300000001/100000000000000000000,5431949734680000011/40000000000000000000,34441648673400000013/200000000000000000000,15400349336700000017/100000000000000000000
I3268,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,68,34493700000000000019/200000000000000000000,13591950000000000029/100000000000000000000,37690917/500000000000,13584411816600000029/100000000000000000000,34478623633200000019/200000000000000000000,61647447266400000077/400000000000000000000
I3269,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,69,34530900000000000023/200000000000000000000,27193200000000000059/200000000000000000000,38253519/500000000000,27177898592400000059/200000000000000000000,34515598592400000023/200000000000000000000,30846748592400000041/200000000000000000000
I3270,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,70,34568100000000000027/200000000000000000000,1360125000000000003/10000000000000000000,15526449/200000000000,1359348677550000003/10000000000000000000,34552573551000000027/200000000000000000000,61739547102000000087/400000000000000000000
I3271,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,71,34605300000000000031/200000000000000000000,27351300000000000061/200000000000000000000,15751491/200000000000,27335548509000000061/200000000000000000000,34589548509000000031/200000000000000000000,15481274254500000023/100000000000000000000
I3272,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,72,6928500000000000007/40000000000000000000,13750050000000000031/100000000000000000000,7988266799999999/100000000000000000000,429439429162500001/3125000000000000000,34626523466400000037/200000000000000000000,62110646932800000101/400000000000000000000
I3273,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,73,34679700000000000039/200000000000000000000,27648900000000000063/200000000000000000000,20251971/250000000000,27632698423200000063/200000000000000000000,34663498423200000039/200000000000000000000,31148098423200000051/200000000000000000000
I3274,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,74,34716900000000000043/200000000000000000000,434339062500000001/3125000000000000000,82133103/1000000000000,434082396553125001/3125000000000000000,34700473379400000043/200000000000000000000,62481746758800000107/400000000000000000000
I3275,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,75,34754100000000000047/200000000000000000000,5589300000000000013/40000000000000000000,8325832500000001/100000000000000000000,27929848335000000063/200000000000000000000,6947489667000000009/40000000000000000000,15666824167500000027/100000000000000000000
I3276,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,76,34791300000000000051/200000000000000000000,14047650000000000033/100000000000000000000,1687671/20000000000,14039211645000000033/100000000000000000000,34774423290000000051/200000000000000000000,62852846580000000117/400000000000000000000
I3277,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,77,6965700000000000011/40000000000000000000,28244100000000000067/200000000000000000000,42754389/500000000000,28226998244400000067/200000000000000000000,6962279648880000011/40000000000000000000,31519198244400000061/200000000000000000000
I3278,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,78,34865700000000000059/200000000000000000000,7098225000000000017/50000000000000000000,86634009/1000000000000,7093893299550000017/50000000000000000000,34848373198200000059/200000000000000000000,63223946396400000127/400000000000000000000
I3279,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,79,34902900000000000063/200000000000000000000,28541700000000000069/200000000000000000000,87759243/1000000000000,28524148151400000069/200000000000000000000,34885348151400000063/200000000000000000000,15852374075700000033/100000000000000000000
I3280,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,80,34940100000000000067/200000000000000000000,2869050000000000007/20000000000000000000,69441/781250000,2867272310400000007/20000000000000000000,34922323104000000067/200000000000000000000,63595046208000000137/400000000000000000000
I3281,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,81,34977300000000000071/200000000000000000000,28839300000000000071/200000000000000000000,9000972000000001/100000000000000000000,28821298056000000069/200000000000000000000,34959298056000000069/200000000000000000000,31890298056000000069/200000000000000000000
I3282,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,82,1400580000000000003/8000000000000000000,3623512500000000009/25000000000000000000,9113496300000001/100000000000000000000,2896987300740000007/20000000000000000000,34996273007400000073/200000000000000000000,63966146014800000143/400000000000000000000
I3283,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,83,35051700000000000079/200000000000000000000,29136900000000000073/200000000000000000000,92260209/1000000000000,29118447958200000073/200000000000000000000,35033247958200000079/200000000000000000000,8018961989550000019/50000000000000000000
I3284,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,84,35088900000000000083/200000000000000000000,14642850000000000037/100000000000000000000,9338545800000001/100000000000000000000,3658377863550000009/25000000000000000000,35070222908400000081/200000000000000000000,64337245816800000153/400000000000000000000
I3285,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,85,35088900000000000083/200000000000000000000,1182960000000000003/8000000000000000000,9451071000000001/100000000000000000000,29555097858000000073/200000000000000000000,35069997858000000081/200000000000000000000,32312547858000000077/200000000000000000000
I3286,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,86,35088900000000000083/200000000000000000000,7465575000000000019/50000000000000000000,9563596500000001/100000000000000000000,14921586403500000037/100000000000000000000,35069772807000000081/200000000000000000000,12982589122800000031/80000000000000000000
I3287,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,87,35088900000000000083/200000000000000000000,30150600000000000077/200000000000000000000,9676122300000001/100000000000000000000,1205249910216000003/8000000000000000000,35069547755400000081/200000000000000000000,16300198877700000039/100000000000000000000
I3288,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,88,35088900000000000083/200000000000000000000,15219450000000000039/100000000000000000000,9788648400000001/100000000000000000000,7604830675800000019/50000000000000000000,35069322703200000081/200000000000000000000,65488645406400000157/400000000000000000000
I3289,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,89,35088900000000000083/200000000000000000000,30727200000000000079/200000000000000000000,24752937/250000000000,30707397650400000079/200000000000000000000,35069097650400000083/200000000000000000000,32888247650400000081/200000000000000000000
I3290,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,90,35088900000000000083/200000000000000000000,387693750000000001/2500000000000000000,20027403/200000000000,387443407462500001/2500000000000000000,35068872597000000083/200000000000000000000,66064345194000000163/400000000000000000000
I3291,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,91,35088900000000000083/200000000000000000000,31303800000000000081/200000000000000000000,10126228500000001/100000000000000000000,31283547543000000079/200000000000000000000,35068647543000000081/200000000000000000000,414701219287500001/2500000000000000000
I3292,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,92,35088900000000000083/200000000000000000000,15796050000000000041/100000000000000000000,10238755800000001/100000000000000000000,394645281105000001/2500000000000000000,35068422488400000081/200000000000000000000,66640044976800000161/400000000000000000000
I3293,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,93,35088900000000000083/200000000000000000000,31880400000000000083/200000000000000000000,10351283400000001/100000000000000000000,31859697433200000081/200000000000000000000,35068197433200000081/200000000000000000000,33463947433200000081/200000000000000000000
I3294,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,94,35088900000000000083/200000000000000000000,32159400000000000083/200000000000000000000,104638113/1000000000000,32138472377400000083/200000000000000000000,35067972377400000083/200000000000000000000,33603222377400000083/200000000000000000000
I3295,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,95,35088900000000000083/200000000000000000000,32438400000000000083/200000000000000000000,21152679/200000000000,32417247321000000083/200000000000000000000,35067747321000000083/200000000000000000000,33742497321000000083/200000000000000000000
I3296,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,96,35088900000000000083/200000000000000000000,32717400000000000083/200000000000000000000,2672217/25000000000,32696022264000000083/200000000000000000000,35067522264000000083/200000000000000000000,33881772264000000083/200000000000000000000
I3297,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,97,35088900000000000083/200000000000000000000,32996400000000000083/200000000000000000000,10801396799999999/100000000000000000000,6594959441280000017/40000000000000000000,7013459441280000017/40000000000000000000,6804209441280000017/40000000000000000000
I3298,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,98,35088900000000000083/200000000000000000000,33275400000000000083/200000000000000000000,109139259/1000000000000,33253572148200000083/200000000000000000000,35067072148200000083/200000000000000000000,34160322148200000083/200000000000000000000
I3299,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,99,35088900000000000083/200000000000000000000,33554400000000000083/200000000000000000000,110264553/1000000000000,33532347089400000083/200000000000000000000,35066847089400000083/200000000000000000000,34299597089400000083/200000000000000000000
I3300,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,100,35088900000000000083/200000000000000000000,33833400000000000083/200000000000000000000,2227797/20000000000,33811122030000000083/200000000000000000000,35066622030000000083/200000000000000000000,34438872030000000083/200000000000000000000
I3301,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,101,35088900000000000083/200000000000000000000,34112400000000000083/200000000000000000000,2250303/20000000000,34089896970000000083/200000000000000000000,35066396970000000083/200000000000000000000,34578146970000000083/200000000000000000000
I3302,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,102,35088900000000000083/200000000000000000000,34391400000000000083/200000000000000000000,11364045300000001/100000000000000000000,34368671909400000081/200000000000000000000,35066171909400000081/200000000000000000000,34717421909400000081/200000000000000000000
I3303,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,103,35088900000000000083/200000000000000000000,34670400000000000083/200000000000000000000,114765759/1000000000000,34647446848200000083/200000000000000000000,35065946848200000083/200000000000000000000,34856696848200000083/200000000000000000000
I3304,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,104,35088900000000000083/200000000000000000000,34809900000000000083/200000000000000000000,28972767/250000000000,34786721786400000083/200000000000000000000,35065721786400000083/200000000000000000000,34926221786400000083/200000000000000000000
I3305,FIXED_CW_CARRY_IN,v93-u2-e1-t06-74861e481f42,0.6,1,9,9,110,0,105,35088900000000000083/200000000000000000000,34949400000000000083/200000000000000000000,11701637999999999/100000000000000000000,6985199344800000017/40000000000000000000,7013099344800000017/40000000000000000000,6999149344800000017/40000000000000000000
I3306,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,41,2383125000000000041/25000000000000000000,1187493750000000021/12500000000000000000,2250123/50000000000,1186931219250000021/12500000000000000000,2381999938500000041/25000000000000000000,4755862377000000083/50000000000000000000
I3307,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,42,1220625000000000021/12500000000000000000,606243750000000011/6250000000000000000,9225516599999999/200000000000000000000,19390574483400000353/200000000000000000000,19520774483400000337/200000000000000000000,3891134896680000069/40000000000000000000
I3308,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,43,2499375000000000043/25000000000000000000,1237481250000000023/12500000000000000000,47252709/1000000000000,1236890591137500023/12500000000000000000,2498193682275000043/25000000000000000000,4971974864550000089/50000000000000000000
I3309,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,44,639375000000000011/6250000000000000000,157809375000000003/1562500000000000000,24188919/500000000000,157733784628125003/1562500000000000000,639072638512500011/6250000000000000000,1270007777025000023/12500000000000000000
I3310,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,45,523125000000000009/5000000000000000000,51498750000000001/500000000000000000,4950297/100000000000,51473998515000001/500000000000000000,522877485150000009/5000000000000000000,1037617470300000019/10000000000000000000
I3311,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,46,166310156250000003/1562500000000000000,1306068750000000027/12500000000000000000,10125621/200000000000,1305435898687500027/12500000000000000000,166231049835937503/1562500000000000000,2635284297375000051/25000000000000000000
I3312,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,47,2706300000000000051/25000000000000000000,1324668750000000029/12500000000000000000,10350648599999999/200000000000000000000,4236869870280000093/40000000000000000000,21640049351400000409/200000000000000000000,21412199351400000437/200000000000000000000
I3313,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,48,1375818750000000027/12500000000000000000,1343268750000000031/12500000000000000000,5287838399999999/100000000000000000000,10740862161600000249/100000000000000000000,11001262161600000217/100000000000000000000,10871062161600000233/100000000000000000000
I3314,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,49,1394418750000000029/12500000000000000000,1361868750000000033/12500000000000000000,10800705599999999/200000000000000000000,21779099294400000529/200000000000000000000,4459979858880000093/40000000000000000000,22039499294400000497/200000000000000000000
I3315,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,50,1413018750000000031/12500000000000000000,276093750000000007/2500000000000000000,2205147/40000000000,275955928312500007/2500000000000000000,1412329641562500031/12500000000000000000,1396054641562500033/12500000000000000000
I3316,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,51,1431618750000000033/12500000000000000000,1399068750000000037/12500000000000000000,2250153/40000000000,1398365577187500037/12500000000000000000,1430915577187500033/12500000000000000000,282928115437500007/2500000000000000000
I3317,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,52,290043750000000007/2500000000000000000,1417668750000000039/12500000000000000000,28689489/500000000000,1416951512775000039/12500000000000000000,289900302555000007/2500000000000000000,1433226512775000037/12500000000000000000
I3318,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,53,1468818750000000037/12500000000000000000,1436268750000000041/12500000000000000000,29252067/500000000000,1435537448325000041/12500000000000000000,1468087448325000037/12500000000000000000,1451812448325000039/12500000000000000000
I3319,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,54,1487418750000000039/12500000000000000000,1454868750000000043/12500000000000000000,14907323249999999/250000000000000000000,29082467676750000861/250000000000000000000,29733467676750000781/250000000000000000000,29407967676750000821/250000000000000000000
I3320,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,55,1506018750000000041/12500000000000000000,294693750000000009/2500000000000000000,6075445499999999/100000000000000000000,11781674554500000361/100000000000000000000,12042074554500000329/100000000000000000000,2382374910900000069/20000000000000000000
I3321,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,56,1524618750000000043/12500000000000000000,1492068750000000047/12500000000000000000,3093981/50000000000,1491295254750000047/12500000000000000000,1523845254750000043/12500000000000000000,301514050950000009/2500000000000000000
I3322,DEADLINE_CARRY_IN,v93-u2-e1-t07-1de316c64ec8,0.6,1,5,5,68,0,57,308643750000000009/2500000000000000000,1510668750000000049/12500000000000000000,6300478799999999/100000000000000000000,12079049521200000393/100000000000000000000,12339449521200000361/100000000000000000000,12209249521200000377/100000000000000000000
